order_id,customer_id,region,category,order_date,price,quantity,discount,revenue
441,1523,SOUTH,electronics,2024-03-17,117.5,11,10,661.0
442,1446,, Furn. ,2024-03-18,,5,15,302.57
443,1500,SOUTH, Furn. ,2024-03-19,136.15,3,15,600.45
444,1321,SOUTH,Electronics,2024-03-20,127.43,9,0,373.22
445,1298,North,Furniture,2024-03-21,,12,10,447.4
446,1899,West,Furniture,2024-03-22,181.73,1,15,699.07
447,1833,North, Furn. ,2024-03-23,104.89,8,0,768.43
448,1766,West,Office Supplies,2024-03-24,174.65,13,5,558.24
449,1103,,electronics,2024-03-25,174.94,2,5,618.44
450,1263,North,electronics,2024-03-26,108.24,11,,247.81
451,1776,North,Furniture,2024-03-27,146.22,14,5,616.36
452,1861,East,Furniture,2024-03-28,152.15,3,5,650.67
453,1159,West,Office Supplies,2024-03-29,103.71,4,5,675.86
454,1341,West,electronics,2024-03-30,114.96,2,5,575.65
455,1961,SOUTH, Furn. ,2024-03-31,,9,5,602.66
456,1934,,Electronics,2024-04-01,,4,0,582.42
457,1914,South,Furniture,2024-04-02,47.98,10,0,601.62
458,1199, north ,Furniture,2024-04-03,141.42,11,,508.27
459,1372,West,Furniture,2024-04-04,121.06,2,10,322.42
460,1564,SOUTH,Electronics,2024-04-05,123.72,13,0,416.44
461,1422,North,Furniture,2024-04-06,114.3,7,0,755.05
462,1173,SOUTH,Electronics,2024-04-07,131.34,6,10,437.89
463,1152,East,Office Supplies,2024-04-08,,2,15,397.72
464,1479,East,Furniture,2024-04-09,121.43,3,0,615.0
465,1568,West,Furniture,2024-04-10,146.0,3,10,540.2
466,1108,North,Electronics,2024-04-11,113.65,8,0,255.24
467,1175,,Furniture,2024-04-12,112.76,14,0,368.7
468,1911, north ,Electronics,2024-04-13,154.33,2,10,538.6
469,1251,,Electronics,2024-04-14,125.28,10,0,646.35
470,1310,,Office Supplies,2024-04-15,139.87,2,5,580.41
471,1805,West,electronics,2024-04-16,43.43,1,,607.11
472,1352,,Furniture,2024-04-17,121.85,4,5,825.2
473,1901,,electronics,2024-04-18,125.95,1,0,676.09
474,1887,South,Electronics,2024-04-19,133.98,14,0,70.37
475,1988,,electronics,2024-04-20,76.89,11,5,653.39
476,1762,North,electronics,2024-04-21,92.89,14,10,503.67
477,1983,SOUTH, Furn. ,2024-04-22,111.07,9,10,391.39
478,1858,,Furniture,2024-04-23,111.16,4,10,444.46
479,1679,West,electronics,2024-04-24,95.17,13,0,538.42
480,1668,South,Office Supplies,2024-04-25,124.8,11,0,318.86
481,1618,West,Electronics,2024-04-26,152.05,2,,195.97
482,1558,East,Furniture,2024-04-27,84.43,2,5,531.69
483,1191,East,electronics,2024-04-28,147.22,7,0,269.66
484,1842,West,Furniture,2024-04-29,126.24,7,0,405.02
485,1511,East,Office Supplies,2024-04-30,152.04,9,15,450.17
486,1009, north ,Electronics,2024-05-01,65.91,14,15,255.25
487,1360,SOUTH,Electronics,2024-05-02,156.26,9,10,425.41
488,1426,SOUTH,Electronics,2024-05-03,121.02,9,10,203.82
489,1828, north ,Electronics,2024-05-04,37.3,11,15,673.17
490,1909,,Electronics,2024-05-05,57.29,9,,913.08
491,1970,North,Office Supplies,2024-05-06,104.27,8,15,722.26
492,1177,West, Furn. ,2024-05-07,190.56,11,0,377.28
493,1561,West,electronics,2024-05-08,101.86,11,0,393.28
494,1924,SOUTH,Office Supplies,2024-05-09,167.55,6,10,411.76
495,1205,South, Furn. ,2024-05-10,61.72,13,10,329.89
496,1601,North,Office Supplies,2024-05-11,150.05,7,10,778.86
497,1635,South,Office Supplies,2024-05-12,85.66,8,15,736.86
498,1115,East,Furniture,2024-05-13,106.17,10,15,327.71
499,1155,North,Office Supplies,2024-05-14,145.93,13,10,256.83
500,1401,East,Office Supplies,2024-05-15,84.08,12,0,170.4
501,1789,West,Electronics,2024-05-16,91.62,1,10,469.76
502,1249,East,Electronics,2024-05-17,110.42,9,10,338.2
503,1169,East,Furniture,2024-05-18,67.52,12,0,274.08
504,1401,West,electronics,2024-05-19,98.47,13,10,177.42
505,1949,SOUTH,Office Supplies,2024-05-20,156.53,3,15,263.26
506,1872,North, Furn. ,2024-05-21,86.99,11,,86.3
507,1227,South,Furniture,2024-05-22,97.86,9,5,557.06
508,1134,East,electronics,2024-05-23,118.14,10,15,551.1
509,1218, north ,Furniture,2024-05-24,105.78,5,10,166.07
510,1716,North, Furn. ,2024-05-25,77.42,2,10,14.88
511,1281,West, Furn. ,2024-05-26,143.55,1,5,459.91
512,1847, north ,electronics,2024-05-27,80.27,2,,355.43
513,1569,South,Furniture,2024-05-28,97.51,5,5,951.37
514,1177,,Electronics,2024-05-29,135.67,13,,268.49
515,1115, north ,electronics,2024-05-30,108.78,7,0,533.21
516,1380,, Furn. ,2024-05-31,98.73,6,0,424.19
517,1992,West, Furn. ,2024-06-01,119.45,8,15,786.56
518,1753,North, Furn. ,2024-06-02,107.26,1,5,435.26
519,1573,South,Office Supplies,2024-06-03,137.62,12,10,795.27
520,1362,North,Furniture,2024-06-04,176.8,7,0,547.06
521,1647, north ,Office Supplies,2024-06-05,,6,10,426.49
522,1030,South,electronics,2024-06-06,136.5,13,,424.64
523,1084,East,Office Supplies,2024-06-07,85.87,13,5,538.78
524,1520,,electronics,2024-06-08,81.07,4,5,699.57
525,1531,SOUTH,electronics,2024-06-09,148.47,13,5,434.99
526,1745,South, Furn. ,2024-06-10,183.28,9,15,562.67
527,1799,,Electronics,2024-06-11,132.97,4,,583.64
528,1906,,electronics,2024-06-12,117.51,8,0,375.47
529,1901,South,Electronics,2024-06-13,163.88,2,0,552.84
530,1651,West,electronics,2024-06-14,151.42,13,5,244.45
531,1481,,Furniture,2024-06-15,,7,0,571.8
532,1901,SOUTH,electronics,2024-06-16,188.62,10,15,37.33
533,1819,South,Furniture,2024-06-17,159.8,1,,353.72
534,1096,South,Furniture,2024-06-18,135.45,13,0,137.91
535,1793,South,Electronics,2024-06-19,,9,15,972.2
536,1775,North,Electronics,2024-06-20,87.98,13,10,521.87
537,1524,South,Office Supplies,2024-06-21,125.51,2,5,541.84
538,1663,North,Electronics,2024-06-22,100.46,9,15,544.16
539,1297,SOUTH,electronics,2024-06-23,123.76,7,0,736.71
540,1857,North,electronics,2024-06-24,134.69,4,5,591.21
541,1999,SOUTH,Electronics,2024-06-25,158.45,9,5,412.71
542,1103,SOUTH,Electronics,2024-06-26,127.3,6,0,528.7
543,1342,South,Furniture,2024-06-27,192.09,1,10,238.1
544,1709,SOUTH, Furn. ,2024-06-28,,4,,509.65
545,1750,,Electronics,2024-06-29,85.58,1,5,556.31
546,1899,,Electronics,2024-06-30,118.19,3,15,451.21
547,1356,,Electronics,2024-07-01,112.77,6,10,647.95
548,1638,,Office Supplies,2024-07-02,130.95,5,15,601.56
549,1336,,Electronics,2024-07-03,163.34,13,10,520.52
550,1107,South,Electronics,2024-07-04,122.26,14,,682.74
551,1988,North,electronics,2024-07-05,91.73,3,,582.31
552,1706, north ,Electronics,2024-07-06,168.78,11,15,597.2
553,1441,East,Electronics,2024-07-07,102.26,3,,923.49
554,1400,,Furniture,2024-07-08,104.09,6,10,420.61
555,1987, north , Furn. ,2024-07-09,172.84,3,10,553.04
556,1068,SOUTH, Furn. ,2024-07-10,75.95,1,0,322.23
557,1992, north , Furn. ,2024-07-11,,12,,677.09
558,1404,South,electronics,2024-07-12,146.59,12,15,624.07
559,1852,,Furniture,2024-07-13,104.2,1,0,666.79
560,1343,,Office Supplies,2024-07-14,106.78,10,0,547.5
561,1801,South, Furn. ,2024-07-15,,5,0,679.72
562,1392,North,Office Supplies,2024-07-16,128.23,11,,600.97
563,1953,,Furniture,2024-07-17,109.16,6,10,464.08
564,1375,East,Furniture,2024-07-18,116.73,9,10,392.46
565,1030,,Furniture,2024-07-19,173.33,11,15,185.19
566,1890,East,Electronics,2024-07-20,126.67,1,15,693.22
567,1499,West,Electronics,2024-07-21,95.88,2,15,633.72
568,1931,South,Furniture,2024-07-22,116.28,7,15,413.85
569,1959,South,Office Supplies,2024-07-23,129.66,9,15,550.76
570,1985,SOUTH,electronics,2024-07-24,,2,15,558.5
571,1534,South,Furniture,2024-07-25,,9,0,768.59
572,1748,,Furniture,2024-07-26,123.41,2,15,580.98
573,1122,North,electronics,2024-07-27,109.19,8,10,433.42
574,1481,SOUTH,Electronics,2024-07-28,70.9,9,0,483.17
575,1396,South,Office Supplies,2024-07-29,127.31,12,10,207.4
576,1923,SOUTH,Electronics,2024-07-30,,8,5,539.07
577,1311,West,Office Supplies,2024-07-31,166.75,10,,877.87
578,1971,North,electronics,2024-08-01,109.72,4,,486.27
579,1217,SOUTH, Furn. ,2024-08-02,,4,15,471.24
580,1998,South,Office Supplies,2024-08-03,90.37,1,10,531.81
581,1788,East,Furniture,2024-08-04,91.26,4,,747.78
582,1575,West, Furn. ,2024-08-05,167.87,12,15,500.27
583,1932,South,Furniture,2024-08-06,116.87,9,15,756.4
584,1082,South, Furn. ,2024-08-07,94.66,14,15,801.66
585,1275,SOUTH,electronics,2024-08-08,58.38,2,5,726.79
586,1771,North,Furniture,2024-08-09,,14,0,562.99
587,1669,West, Furn. ,2024-08-10,112.4,10,,711.06
588,1077, north , Furn. ,2024-08-11,68.36,5,10,627.22
589,1536,SOUTH,Office Supplies,2024-08-12,114.64,11,10,516.12
590,1335, north ,Electronics,2024-08-13,153.31,8,0,443.05
591,1238,West,electronics,2024-08-14,97.97,2,5,839.16
592,1238,West,Office Supplies,2024-08-15,104.16,12,15,916.84
593,1655,,Furniture,2024-08-16,102.05,5,15,39.75
594,1596, north ,electronics,2024-08-17,211.47,6,15,429.27
595,1018,East,Furniture,2024-08-18,126.72,7,15,603.56
596,1254,, Furn. ,2024-08-19,155.8,13,10,371.56
597,1615,SOUTH,electronics,2024-08-20,112.66,14,10,486.55
598,1422,South, Furn. ,2024-08-21,184.94,5,0,714.77
599,1712,North,Furniture,2024-08-22,,1,5,337.87
600,1024,North,Electronics,2024-08-23,154.34,2,5,882.35
601,1298,East,electronics,2024-08-24,139.5,12,10,478.71
602,1271,South,Electronics,2024-08-25,119.37,2,,567.16
603,1513,East,electronics,2024-08-26,111.0,3,10,352.47
604,1859,South,electronics,2024-08-27,160.48,7,,389.33
605,1096,West,Electronics,2024-08-28,150.07,10,,518.02
606,1095, north ,electronics,2024-08-29,130.46,10,5,288.88
607,1768,South,Office Supplies,2024-08-30,201.23,9,15,538.44
608,1024,SOUTH,Furniture,2024-08-31,65.02,9,,433.59
609,1318,South,Office Supplies,2024-09-01,85.74,3,5,264.01
610,1323,West, Furn. ,2024-09-02,128.92,12,10,839.76
611,1242, north ,Furniture,2024-09-03,124.7,3,10,327.94
612,1518,, Furn. ,2024-09-04,147.94,14,0,344.86
613,1071,SOUTH, Furn. ,2024-09-05,110.98,7,0,259.96
614,1872,East,electronics,2024-09-06,177.67,12,15,646.84
615,1052, north ,Electronics,2024-09-07,107.96,13,10,262.26
616,1132, north ,Electronics,2024-09-08,101.54,8,,377.55
617,1532,West,Electronics,2024-09-09,170.0,3,10,564.1
618,1931,East,Furniture,2024-09-10,194.8,9,,786.72
619,1245,South,Furniture,2024-09-11,138.92,7,15,551.4
620,1995,West, Furn. ,2024-09-12,91.6,2,5,581.68
621,1231,West,Furniture,2024-09-13,197.7,10,15,333.68
622,1198,SOUTH,electronics,2024-09-14,121.92,2,5,300.39
623,1480, north ,Furniture,2024-09-15,57.21,14,,470.52
624,1428,SOUTH,Electronics,2024-09-16,98.04,14,5,798.01
625,1040,North,Electronics,2024-09-17,,6,10,535.73
626,1403,East,electronics,2024-09-18,93.92,5,10,411.68
627,1773,,Furniture,2024-09-19,166.02,14,15,225.24
628,1516,,Office Supplies,2024-09-20,64.9,7,5,600.17
629,1056, north ,Office Supplies,2024-09-21,144.3,14,5,431.77
630,1693,, Furn. ,2024-09-22,69.21,11,5,805.73
631,1766,East,Furniture,2024-09-23,98.13,12,15,281.26
632,1815,North,Electronics,2024-09-24,127.25,4,0,478.62
633,1655,SOUTH,electronics,2024-09-25,127.11,5,15,875.12
634,1481,SOUTH,Office Supplies,2024-09-26,142.49,6,10,213.99
635,1849, north , Furn. ,2024-09-27,65.13,2,10,732.6
636,1949,South,Electronics,2024-09-28,95.77,11,5,564.63
637,1134, north ,electronics,2024-09-29,162.3,2,,460.33
638,1820,North,Electronics,2024-09-30,116.77,4,10,557.18
639,1952,South,electronics,2024-10-01,176.97,4,15,269.85
640,1684,West,Furniture,2024-10-02,157.54,10,5,274.55
641,1900,South,Electronics,2024-10-03,108.03,14,5,787.75
642,1514,North,Furniture,2024-10-04,125.57,9,,511.52
643,1031,South,electronics,2024-10-05,127.35,3,5,622.73
644,1479,South,Electronics,2024-10-06,150.85,2,10,289.5
645,1237,SOUTH, Furn. ,2024-10-07,140.17,14,5,550.88
646,1473, north , Furn. ,2024-10-08,77.39,12,5,482.84
647,1453, north ,Electronics,2024-10-09,103.39,14,15,954.43
648,1327,South,electronics,2024-10-10,,3,15,655.77
649,1233,South,Furniture,2024-10-11,151.67,14,5,497.28
650,1087,West,Furniture,2024-10-12,98.09,4,5,385.03
651,1996,, Furn. ,2024-10-13,140.81,8,15,618.12
652,1173, north ,Furniture,2024-10-14,112.83,2,5,738.31
653,1360,East,electronics,2024-10-15,110.11,11,15,550.8
654,1803,,electronics,2024-10-16,150.04,6,,303.69
655,1567,South,Electronics,2024-10-17,107.61,11,10,207.18
656,1820,East,Furniture,2024-10-18,74.52,9,5,791.66
657,1330, north ,electronics,2024-10-19,103.26,8,0,366.74
658,1960,SOUTH,electronics,2024-10-20,71.39,2,10,821.34
659,1379,North,electronics,2024-10-21,83.59,2,10,678.54
660,1841,East,electronics,2024-10-22,157.2,3,10,370.59
661,1318,South,Furniture,2024-10-23,110.04,4,5,555.32
662,1091,South,Furniture,2024-10-24,,7,0,71.2
663,1095,West,Furniture,2024-10-25,95.15,10,,624.53
664,1335,North,Furniture,2024-10-26,93.18,2,0,530.1
665,1202, north ,Office Supplies,2024-10-27,128.35,2,5,201.34
666,1998,West,Electronics,2024-10-28,184.89,11,15,496.97
667,1670,South,Electronics,2024-10-29,145.47,8,5,576.05
668,1589,,Electronics,2024-10-30,72.75,8,0,171.36
669,1965,SOUTH,Furniture,2024-10-31,142.95,14,,395.64
670,1179,West,electronics,2024-11-01,,3,5,671.56
671,1817,,Office Supplies,2024-11-02,182.97,7,0,510.41
672,1978,West, Furn. ,2024-11-03,132.8,10,10,681.55
673,1680,, Furn. ,2024-11-04,138.0,14,5,420.24
674,1820,East, Furn. ,2024-11-05,,6,10,339.78
675,1503,East,Electronics,2024-11-06,85.01,3,15,877.48
676,1437,West,Electronics,2024-11-07,38.55,2,,721.9
677,1445,East,electronics,2024-11-08,94.39,12,15,694.88
678,1505,West,Office Supplies,2024-11-09,86.54,4,,446.15
679,1942,South, Furn. ,2024-11-10,,9,10,427.1
680,1658,West,Office Supplies,2024-11-11,79.16,7,10,615.68
681,1148,,Office Supplies,2024-11-12,91.35,1,,23.15
682,1871,SOUTH,electronics,2024-11-13,157.82,14,10,254.78
683,1871,North,Electronics,2024-11-14,123.61,4,0,452.25
684,1955,, Furn. ,2024-11-15,65.31,3,10,561.6
685,1168,East,Furniture,2024-11-16,83.94,4,10,233.59
686,1928,South, Furn. ,2024-11-17,125.93,5,5,352.07
687,1100,South,electronics,2024-11-18,126.55,8,15,220.15
688,1842,West, Furn. ,2024-11-19,96.03,4,15,199.21
689,1936,South,Furniture,2024-11-20,148.32,8,15,756.78
690,1780,West, Furn. ,2024-11-21,161.14,6,,395.14
691,1596,West,Office Supplies,2024-11-22,145.29,6,5,374.34
692,1469,South,Electronics,2024-11-23,90.96,5,,448.98
693,1972,West,Furniture,2024-11-24,78.58,9,10,753.72
694,1300,East,Furniture,2024-11-25,108.94,12,5,393.3
695,1519, north ,Electronics,2024-11-26,124.53,13,5,511.07
696,1594,SOUTH,Electronics,2024-11-27,94.12,5,5,234.75
697,1527,East,electronics,2024-11-28,,6,10,743.16
698,1927,North,Furniture,2024-11-29,87.08,2,5,-34.11
699,1714,SOUTH,Electronics,2024-11-30,73.78,2,10,699.3
700,1526,North,Furniture,2024-12-01,112.53,7,15,702.5
701,1669,North,electronics,2024-12-02,55.15,3,0,779.24
702,1556,East,Furniture,2024-12-03,118.03,3,5,667.98
703,1098,South, Furn. ,2024-12-04,103.63,8,0,405.81
704,1242,SOUTH,Electronics,2024-12-05,162.19,4,0,695.82
705,1343,,electronics,2024-12-06,133.1,13,0,303.95
706,1515,West,Furniture,2024-12-07,,1,0,527.97
707,1772,East,Electronics,2024-12-08,125.59,6,,568.87
708,1702,South,Furniture,2024-12-09,93.33,3,15,579.35
709,1601,South,Electronics,2024-12-10,85.44,8,15,891.87
710,1519,East,Electronics,2024-12-11,149.08,6,0,263.53
711,1214, north ,electronics,2024-12-12,,5,5,381.02
712,1407,West,Electronics,2024-12-13,134.26,4,,641.94
713,1686,East,Office Supplies,2024-12-14,120.56,4,10,419.92
714,1159,North,Electronics,2024-12-15,,2,15,635.46
715,1500,SOUTH,Office Supplies,2024-12-16,,4,10,691.25
716,1913,East,electronics,2024-12-17,144.28,3,15,745.89
717,1592,SOUTH,Electronics,2024-12-18,138.13,13,5,378.45
718,1596,,Office Supplies,2024-12-19,70.23,6,0,470.92
719,1448,SOUTH,electronics,2024-12-20,130.46,3,15,555.6
720,1441,SOUTH,Furniture,2024-12-21,,11,,394.98
721,1687,North,Furniture,2024-12-22,105.28,1,15,369.27
722,1930,, Furn. ,2024-12-23,130.32,14,10,440.35
723,1531,East,Furniture,2024-12-24,38.82,8,5,676.97
724,1284, north , Furn. ,2024-12-25,142.97,3,5,633.51
725,1121,East,electronics,2024-12-26,74.88,13,10,644.31
726,1297, north ,Office Supplies,2024-12-27,65.96,7,15,546.23
727,1462,SOUTH,Office Supplies,2024-12-28,146.43,12,5,530.62
728,1239,,electronics,2024-12-29,82.75,11,5,759.07
729,1062, north ,Office Supplies,2024-12-30,118.78,6,,690.96
730,1814,,Furniture,2024-12-31,75.73,6,10,604.85
731,1378,North,Furniture,2025-01-01,168.42,5,15,724.71
732,1980,,electronics,2025-01-02,137.88,5,15,528.45
733,1287,East,Electronics,2025-01-03,82.93,11,5,997.7
734,1196,West,Furniture,2025-01-04,86.5,13,15,840.61
735,1261, north ,Electronics,2025-01-05,103.02,7,15,494.36
736,1129,East,Electronics,2025-01-06,116.21,10,10,520.53
737,1100,East,Furniture,2025-01-07,132.34,12,5,753.61
738,1037,North, Furn. ,2025-01-08,141.48,6,10,421.31
739,1451,South,Office Supplies,2025-01-09,128.97,7,5,429.86
740,1669,South,electronics,2025-01-10,145.08,4,15,513.9
741,1480,East,electronics,2025-01-11,122.94,8,10,782.94
742,1613,,electronics,2025-01-12,152.26,9,5,565.56
743,1318,North,electronics,2025-01-13,166.99,14,15,922.0
744,1004,East,electronics,2025-01-14,135.51,7,,501.19
745,1522,North, Furn. ,2025-01-15,106.69,8,5,801.77
746,1868,East,Office Supplies,2025-01-16,109.07,10,15,741.68
747,1378,SOUTH,Electronics,2025-01-17,93.63,6,,436.63
748,1165,East,electronics,2025-01-18,89.45,1,0,464.42
749,1544,SOUTH,electronics,2025-01-19,97.23,6,5,655.58
750,1751,,Electronics,2025-01-20,126.7,1,10,851.24
751,1558,West,electronics,2025-01-21,143.4,13,0,385.7
752,1660,, Furn. ,2025-01-22,143.44,3,10,754.88
753,1547, north ,Furniture,2025-01-23,126.56,12,10,209.17
754,1996, north , Furn. ,2025-01-24,106.0,13,5,428.04
755,1129, north ,Office Supplies,2025-01-25,97.65,8,10,438.45
756,1626,North, Furn. ,2025-01-26,183.88,1,0,429.88
757,1927,South, Furn. ,2025-01-27,104.29,1,0,277.81
758,1545,North,Furniture,2025-01-28,,14,15,647.48
759,1067, north ,Electronics,2025-01-29,73.19,1,10,678.76
760,1942,SOUTH,Electronics,2025-01-30,125.16,14,5,457.26
761,1749, north ,Office Supplies,2025-01-31,147.29,4,10,826.67
762,1391, north , Furn. ,2025-02-01,91.55,8,15,165.59
763,1851,South, Furn. ,2025-02-02,77.11,4,5,435.68
764,1809,South,Office Supplies,2025-02-03,176.74,8,0,678.1
765,1896, north ,Office Supplies,2025-02-04,141.17,7,0,507.38
766,1940,South,Furniture,2025-02-05,62.14,8,15,385.68
767,1831,SOUTH,Electronics,2025-02-06,116.88,5,5,467.87
768,1222,East,Office Supplies,2025-02-07,87.81,7,15,311.88
769,1565,East, Furn. ,2025-02-08,152.15,10,10,529.15
770,1994,East,electronics,2025-02-09,101.63,14,5,457.9
771,1176,South, Furn. ,2025-02-10,106.14,3,15,567.14
772,1739,West, Furn. ,2025-02-11,103.33,14,15,484.19
773,1101,West,Electronics,2025-02-12,135.81,14,5,359.45
774,1445,,Furniture,2025-02-13,87.96,14,,443.64
775,1106, north ,electronics,2025-02-14,107.11,13,5,586.92
776,1258,South, Furn. ,2025-02-15,,13,10,662.82
777,1254,South,Furniture,2025-02-16,173.84,2,0,726.78
778,1939,East,electronics,2025-02-17,133.7,4,0,364.81
779,1008,,Electronics,2025-02-18,133.43,6,5,188.98
780,1214,South,Office Supplies,2025-02-19,81.18,1,,568.63
781,1427,East,Electronics,2025-02-20,81.22,10,5,687.57
782,1182,East,electronics,2025-02-21,82.38,14,15,483.58
783,1520, north ,Electronics,2025-02-22,96.2,2,5,282.92
784,1642,East,electronics,2025-02-23,149.95,11,,374.31
785,1650,SOUTH,Furniture,2025-02-24,142.78,3,15,845.37
786,1737,West,Office Supplies,2025-02-25,91.66,9,,255.96
787,1809,North,Office Supplies,2025-02-26,110.5,5,10,589.58
788,1069,SOUTH,Office Supplies,2025-02-27,112.14,1,,389.74
789,1120,North, Furn. ,2025-02-28,167.34,8,15,343.68
790,1992,West,Furniture,2025-03-01,153.68,6,5,459.82
791,1112,, Furn. ,2025-03-02,111.93,1,10,310.4
792,1624,,Office Supplies,2025-03-03,113.74,6,15,953.0
793,1574,North,Electronics,2025-03-04,83.43,7,5,474.6
794,1781,SOUTH,Electronics,2025-03-05,81.02,2,15,306.35
795,1384,,Office Supplies,2025-03-06,142.94,3,0,607.34
796,1092,, Furn. ,2025-03-07,126.96,4,0,524.8
797,1600,East,Furniture,2025-03-08,146.15,6,15,570.87
798,1418,SOUTH,Office Supplies,2025-03-09,175.14,10,,595.66
799,1858,North,Office Supplies,2025-03-10,,11,15,374.94
800,1306,North, Furn. ,2025-03-11,109.34,5,15,447.57
801,1377,,Electronics,2025-03-12,165.55,6,0,318.5
802,1525,East,Office Supplies,2025-03-13,116.72,10,10,507.14
803,1626,West,Furniture,2025-03-14,197.48,3,15,483.43
804,1369,North,Office Supplies,2025-03-15,184.16,12,0,485.6
805,1676,South,Electronics,2025-03-16,174.52,3,15,479.62
806,1401,North,electronics,2025-03-17,104.69,11,15,899.96
807,1405,West,Furniture,2025-03-18,66.41,7,10,390.0
808,1246, north ,Electronics,2025-03-19,90.33,12,10,126.6
809,1486,,Office Supplies,2025-03-20,134.36,5,10,461.01
810,1090,,Furniture,2025-03-21,181.22,10,5,380.4
811,1229, north ,Office Supplies,2025-03-22,113.79,14,0,679.0
812,1445,South,Furniture,2025-03-23,165.95,7,,475.38
813,1233,,electronics,2025-03-24,123.35,5,15,1008.18
814,1092,SOUTH,Furniture,2025-03-25,120.24,8,15,240.61
815,1127, north , Furn. ,2025-03-26,145.14,1,10,916.47
816,1916, north , Furn. ,2025-03-27,115.16,8,15,622.14
817,1797,North,Office Supplies,2025-03-28,148.09,10,5,432.41
818,1512, north ,Office Supplies,2025-03-29,75.89,9,10,474.49
819,1536,SOUTH,electronics,2025-03-30,110.05,8,10,468.02
820,1116,North,Furniture,2025-03-31,156.69,12,10,453.33
821,1342,South,Furniture,2025-04-01,99.87,6,5,653.34
822,1059,SOUTH,Furniture,2025-04-02,150.73,8,0,691.54
823,1761,West,electronics,2025-04-03,,9,0,187.44
824,1347,South,Office Supplies,2025-04-04,61.64,11,15,701.09
825,1621,North,electronics,2025-04-05,80.15,4,10,676.45
826,1856,,electronics,2025-04-06,128.13,12,15,496.11
827,1981,North,electronics,2025-04-07,108.82,11,10,565.02
828,1503,North,Electronics,2025-04-08,110.65,7,15,449.38
829,1749,North, Furn. ,2025-04-09,82.76,8,0,502.63
830,1680,West, Furn. ,2025-04-10,178.79,5,,471.67
831,1479, north ,electronics,2025-04-11,159.7,2,10,503.99
832,1580,,electronics,2025-04-12,123.42,10,5,223.78
833,1751, north ,electronics,2025-04-13,100.07,5,5,320.92
834,1328,South,Electronics,2025-04-14,66.51,13,0,434.9
835,1390,SOUTH,Furniture,2025-04-15,169.64,12,5,555.75
836,1797,,Electronics,2025-04-16,73.03,4,5,450.92
837,1864,South, Furn. ,2025-04-17,185.11,13,15,177.38
838,1167,North,Electronics,2025-04-18,90.51,7,0,677.89
839,1388,South,Furniture,2025-04-19,95.81,5,0,198.56
840,1768, north ,Furniture,2025-04-20,189.51,8,15,603.12
841,1924,South,Electronics,2025-04-21,130.53,1,10,373.79
842,1534,SOUTH,Office Supplies,2025-04-22,127.29,14,15,419.52
843,1692,, Furn. ,2025-04-23,141.71,8,5,787.39
844,1248,South,Electronics,2025-04-24,119.55,11,10,750.2
845,1100,East,Office Supplies,2025-04-25,128.95,13,,663.22
846,1411,East,Furniture,2025-04-26,135.14,3,0,266.11
847,1128,North,Furniture,2025-04-27,123.7,8,15,490.49
848,1348,West,Furniture,2025-04-28,145.16,4,0,353.62
849,1871,SOUTH,Furniture,2025-04-29,90.3,7,10,572.64
850,1455,SOUTH,Office Supplies,2025-04-30,,4,10,658.72
851,1961,East,Electronics,2025-05-01,145.2,8,15,171.3
852,1506,East,Office Supplies,2025-05-02,,7,15,809.26
853,1006,South,electronics,2025-05-03,60.14,7,15,495.74
854,1675,West,Furniture,2025-05-04,151.27,5,0,459.2
855,1927,, Furn. ,2025-05-05,141.47,8,10,627.8
856,1726,West,Electronics,2025-05-06,104.37,5,0,414.86
857,1770,West,Electronics,2025-05-07,134.33,8,5,324.51
858,1652,North,Furniture,2025-05-08,112.69,5,0,193.37
859,1443,SOUTH,Office Supplies,2025-05-09,80.56,7,15,633.91
860,1958,,electronics,2025-05-10,158.44,11,15,601.38
861,1256,East,electronics,2025-05-11,101.3,6,15,560.43
862,1054,SOUTH,Furniture,2025-05-12,118.87,1,5,445.33
863,1921,West, Furn. ,2025-05-13,134.88,7,10,89.16
864,1156,West, Furn. ,2025-05-14,132.49,14,0,519.56
865,1127,South,Electronics,2025-05-15,107.53,2,15,584.51
866,1456,East,Furniture,2025-05-16,175.87,5,10,569.64
867,1826,,Furniture,2025-05-17,146.88,10,10,834.2
868,1997,East,Office Supplies,2025-05-18,142.45,11,,186.07
869,1634,South,Office Supplies,2025-05-19,125.53,1,15,862.59
870,1511,,Furniture,2025-05-20,,10,15,370.16
871,1835, north ,electronics,2025-05-21,95.05,2,10,517.39
872,1397,,Office Supplies,2025-05-22,74.44,8,,746.7
873,1910,West,Furniture,2025-05-23,128.17,6,5,723.88
874,1140,East,electronics,2025-05-24,115.71,13,,420.11
875,1746,East,Furniture,2025-05-25,171.58,5,5,236.6
876,1591,East,Furniture,2025-05-26,109.65,3,,312.4
877,1310,,Office Supplies,2025-05-27,166.11,13,10,63.79
878,1942,East, Furn. ,2025-05-28,72.26,6,15,528.12
879,1203,South,electronics,2025-05-29,67.49,5,0,415.11
880,1525,,Office Supplies,2025-05-30,146.98,3,,401.98
881,1256,East,Electronics,2025-05-31,97.26,10,10,592.0
882,1043, north ,Office Supplies,2025-06-01,135.04,7,10,131.17
883,1250,West,Office Supplies,2025-06-02,112.95,10,5,58.87
884,1243,South,Furniture,2025-06-03,120.56,9,5,803.71
